0 -0,84 -0,96 1 6 4 -0,96 1 0 -1,00 1 2 -0,84 -1,00 0
1 -0,18 -0,91 2 2 4 -0,99 0 0 -1,00 0 2 -0,83 -1,00 0
1 -0,16 -0,88 2 4 4 -0,99 1 0 -1,00 0 2 -0,84 -1,00 0
1 -0,83 -0,32 2 6 4 -0,94 0 0 -1,00 0 2 -0,92 -0,99 0
1 -0,43 -0,89 2 13 8 -0,61 1 1 -0,91 1 2 -1,00 -1,00 1
1 -0,74 -0,99 1 4 4 -0,99 0 0 -1,00 0 2 -0,80 -1,00 0
1 -0,42 -0,78 1 8 8 -0,86 1 1 -0,97 1 2 -0,82 -0,64 1
0 -0,49 -0,14 2 8 4 -0,86 1 1 -0,97 0 2 -0,78 -1,00 1
1 -0,72 -0,82 2 8 4 -0,92 1 1 -0,67 1 2 -0,94 -0,96 1
1 -0,60 -0,95 2 8 8 -0,70 1 1 -0,91 1 2 -0,69 -1,00 1
0 -0,80 -0,25 1 14 8 -1,00 0 0 -1,00 1 2 -0,85 -1,00 0
1 0,16 -0,90 1 8 8 -0,34 1 0 -1,00 1 2 -0,80 -1,00 0
1 -0,72 -0,18 2 9 8 -0,85 1 1 -0,67 1 2 -0,71 -0,99 1
1 -0,13 -0,91 2 7 4 -0,03 0 1 -0,97 1 2 -0,65 -1,00 0
1 0,84 0,36 1 1 1 -1,00 0 1 -0,94 0 2 -1,00 -0,99 0
1 -0,66 -0,11 2 6 4 -0,79 1 0 -1,00 1 1 -0,98 -1,00 1
1 -0,22 -0,01 2 9 4 -0,39 1 1 -0,82 1 2 -0,93 -1,00 1
0 0,02 -0,43 2 8 4 -0,45 1 1 -0,82 1 2 -1,00 -0,97 1
0 0,01 -0,79 2 14 4 -0,03 1 1 -0,94 1 2 -0,48 -0,97 1
1 -0,72 -1,00 2 13 4 -0,99 1 0 -1,00 0 2 -1,00 -1,00 1
1 -0,73 -0,89 1 6 4 -0,96 0 0 -1,00 1 2 -0,88 -1,00 0
1 -0,61 -0,92 2 14 8 -0,91 1 0 -1,00 0 2 -1,00 -0,89 1
1 0,49 -0,96 2 8 4 -0,96 1 1 -0,91 1 2 -0,82 -1,00 0
1 -0,70 -0,97 1 8 4 -1,00 0 1 -0,94 0 2 -0,87 -1,00 0
0 -0,79 -0,27 2 11 4 -0,95 1 1 -0,94 1 2 -0,95 -1,00 1
0 -0,68 -0,88 1 8 4 -0,99 0 0 -1,00 0 2 -0,87 -1,00 0
1 -0,93 -1,00 2 8 4 -1,00 0 0 -1,00 0 2 -1,00 -1,00 1
0 -0,53 -0,86 1 10 8 -0,86 0 0 -1,00 0 2 -0,74 -1,00 0
0 0,18 0,07 2 8 4 -0,61 1 1 -0,58 0 2 -1,00 -0,96 1
1 -0,44 -0,75 2 4 4 -0,96 0 0 -1,00 1 2 -0,77 -1,00 0
1 -0,78 -0,71 1 3 8 -1,00 0 0 -1,00 0 2 -0,86 -1,00 0
1 -0,57 -0,99 1 4 4 -0,99 0 0 -1,00 0 2 -0,78 -0,96 0
1 -0,84 -0,88 1 8 4 -0,84 0 0 -1,00 1 2 -0,89 -1,00 0
1 -0,58 -0,77 1 11 8 -0,64 0 1 -0,94 1 2 -0,63 -1,00 0
1 -0,58 -0,89 2 9 4 -0,86 1 1 -0,67 1 2 -0,57 -1,00 1
1 -0,21 -0,54 2 6 5 -0,75 1 1 -0,97 0 2 -1,00 -0,99 1
0 -0,29 -0,82 2 3 8 -0,99 0 0 -1,00 0 2 -0,74 -1,00 0
1 -0,14 -0,65 1 9 4 -0,78 1 0 -1,00 1 2 -0,95 -0,97 1
1 0,29 -0,13 2 7 4 -0,91 1 1 -0,88 1 2 -0,80 -1,00 1
1 -0,12 -0,64 2 3 5 -0,84 0 0 -1,00 1 2 -0,86 -1,00 0
0 -0,70 -0,95 2 9 4 -0,98 0 1 -0,97 1 2 -0,76 -1,00 0
1 -0,86 -0,86 2 3 4 -0,89 1 1 -0,94 0 2 -0,88 -0,99 1
0 -0,19 -0,75 2 3 5 -0,96 0 0 -1,00 0 1 0,16 -1,00 0
0 -0,68 -0,96 2 11 8 -0,89 1 0 -1,00 0 2 -0,72 -0,98 1
1 -0,15 -0,30 2 14 8 -0,44 1 1 -0,76 0 2 -1,00 -1,00 1
0 -0,83 -0,99 2 11 4 -1,00 0 0 -1,00 1 2 -0,62 -1,00 0
1 -0,77 -0,18 2 3 4 -0,96 1 0 -1,00 1 2 -0,90 -1,00 0
1 -0,47 -0,80 2 1 1 -1,00 0 1 -0,85 0 2 -0,82 -1,00 0
1 -0,59 -0,89 2 13 8 -0,87 1 1 -0,64 1 2 -0,42 -0,99 1
1 0,05 0,88 1 1 1 -1,00 1 0 -1,00 1 2 -1,00 -1,00 0
0 -0,50 -0,90 2 9 8 -1,00 0 1 -0,91 0 2 -1,00 -1,00 0
1 -0,53 -0,91 2 9 4 -0,88 0 0 -1,00 0 2 -0,80 -1,00 0
1 -0,56 -0,64 1 8 5 -0,89 1 1 -0,76 1 2 -0,86 -1,00 1
1 -0,20 0,54 2 10 9 0,40 1 1 -0,67 0 2 -1,00 -0,98 1
1 -0,32 -0,70 2 11 4 -0,75 0 0 -1,00 0 2 -0,55 -1,00 0
1 -0,64 -0,98 2 4 8 -0,75 0 0 -1,00 1 2 -0,66 -1,00 0
1 -0,52 -0,75 2 8 4 -0,99 0 0 -1,00 0 2 -0,78 -1,00 0
1 -0,72 -1,00 2 4 4 -0,93 0 1 -0,67 0 1 -1,00 -1,00 0
0 -0,45 -0,90 2 9 4 -0,92 1 1 -0,52 0 2 -0,88 -0,96 1
1 -0,66 -0,75 2 13 4 -0,96 1 1 -0,79 0 2 -1,00 -0,86 1
0 -0,36 -0,73 2 1 1 -1,00 0 1 -0,82 0 2 -1,00 -1,00 0
0 -0,86 -0,29 2 2 4 -0,97 0 0 -1,00 0 2 -0,92 -1,00 0
1 -0,21 -0,64 2 3 5 -0,99 0 0 -1,00 0 2 -0,45 -1,00 0
1 -0,71 -0,93 2 8 4 -0,96 0 0 -1,00 1 1 -0,72 -1,00 0
1 -0,28 -1,00 2 8 4 -1,00 0 0 -1,00 0 3 -0,82 -1,00 1
0 -0,67 -0,02 2 11 8 -0,89 0 0 -1,00 0 2 -0,72 -1,00 0
0 0,00 -0,07 2 3 5 -0,64 1 1 -0,73 1 2 -1,00 -1,00 1
1 -0,39 -0,63 2 9 4 -0,99 0 0 -1,00 1 2 -0,71 -1,00 1
1 -0,75 -0,96 1 1 1 -1,00 0 0 -1,00 0 2 -0,90 -1,00 0
1 -0,58 -0,91 2 4 8 -0,98 0 0 -1,00 1 1 -0,86 -1,00 0
1 -0,13 -0,71 2 6 4 -1,00 0 0 -1,00 0 2 -0,89 -1,00 0
1 -0,55 0,04 2 2 4 -0,99 0 0 -1,00 0 2 -1,00 -0,99 0
1 -0,32 -0,64 2 8 5 -0,82 1 1 -0,82 0 2 -1,00 -0,99 1
0 -0,87 -0,29 1 11 8 -0,99 0 0 -1,00 0 2 -0,66 -1,00 0
1 -0,77 -0,89 2 9 4 -0,89 0 0 -1,00 0 2 -0,85 -1,00 1
0 -0,24 -0,88 2 6 4 -0,98 0 0 -1,00 0 2 -1,00 -0,99 0
1 -0,46 -1,00 1 7 4 -1,00 0 0 -1,00 0 2 -1,00 -1,00 0
0 -0,89 -0,32 2 6 4 -0,88 0 1 -0,70 1 2 -1,00 -1,00 0
0 -0,80 -0,94 2 11 4 -0,89 1 1 -0,97 0 2 -1,00 -1,00 1
0 -0,24 -0,71 2 8 4 -0,79 0 0 -1,00 0 2 -0,52 -1,00 0
1 -0,25 -0,99 2 4 4 -0,99 1 0 -1,00 1 2 -0,72 -1,00 1
1 -0,58 -0,02 2 9 4 -0,60 1 0 -1,00 1 2 -0,51 -0,99 1
1 -0,58 -0,96 1 13 4 -0,98 1 1 -0,94 0 2 -0,74 -0,99 1
1 -0,84 -1,00 1 1 1 -1,00 0 1 -0,88 0 2 -0,96 -1,00 0
0 -0,66 -0,94 2 14 8 -0,93 1 0 -1,00 1 2 -0,84 -0,88 1
1 -0,58 -0,86 2 14 8 -0,93 1 1 -0,88 0 2 -0,86 -0,85 1
1 -0,74 -0,36 2 6 4 -0,99 0 0 -1,00 0 2 -1,00 -1,00 0
0 0,09 -0,03 2 4 8 -0,40 1 0 -1,00 1 2 -1,00 -1,00 1
1 -0,44 -0,82 2 8 4 -0,91 0 0 -1,00 1 2 -0,72 -1,00 0
1 -0,26 -0,28 1 4 4 -0,99 0 0 -1,00 0 2 -0,84 -1,00 0
1 0,01 -0,54 2 8 4 -0,93 0 0 -1,00 1 2 -1,00 -1,00 0
1 -0,58 -0,71 1 3 8 -0,60 1 1 -0,94 1 2 -0,93 -1,00 0
0 -0,34 -0,94 2 6 4 -0,95 1 1 -0,88 0 2 -1,00 -0,97 1
1 -0,40 -0,98 2 3 5 -0,72 0 0 -1,00 1 1 -0,58 -1,00 0
1 -0,39 -0,99 1 7 5 -1,00 1 1 -0,97 1 2 -0,72 -0,96 1
0 -0,79 -0,26 2 13 8 -0,98 1 1 -0,97 1 2 -0,92 -1,00 1
1 -0,42 -0,93 2 14 4 -0,95 1 1 -0,79 1 2 -0,66 -0,92 1
1 -0,73 -0,21 2 11 4 -0,82 1 1 -0,79 1 2 -0,90 -0,98 1
1 0,05 -0,39 2 8 8 -0,12 1 1 -0,73 0 2 -0,82 -0,97 1
1 -0,19 -0,64 2 8 4 -0,65 1 1 -0,79 0 2 -1,00 -0,94 1
1 -0,79 -0,94 1 8 4 -0,86 0 0 -1,00 1 1 -0,76 -1,00 0
0 -0,25 -0,89 2 1 1 -1,00 0 0 -1,00 0 2 -0,92 -1,00 0
0 0,30 0,39 2 8 4 -0,61 1 1 -0,79 0 2 -1,00 -0,94 1
0 -0,47 -0,73 2 13 8 -0,96 1 1 -0,73 1 2 -0,82 -1,00 1
1 -0,75 -0,94 2 9 4 -0,98 0 1 -0,97 0 2 -0,58 -0,99 0
0 0,34 -0,29 2 11 4 -0,72 1 1 -0,58 0 2 -1,00 -0,97 1
1 -0,54 -0,97 2 8 4 -0,98 0 0 -1,00 0 2 -0,78 -1,00 0
0 -0,03 -0,71 2 5 3 -1,00 1 0 -1,00 0 2 -0,90 -0,98 1
1 -0,78 -0,79 1 2 4 -0,92 1 1 -0,76 1 2 -0,84 -1,00 1
0 -0,67 -0,11 2 6 4 -0,89 1 1 -0,64 1 2 -0,88 -0,99 1
0 -0,79 -0,96 1 10 2 -0,93 0 0 -1,00 0 2 -0,74 -1,00 0
1 -0,67 -0,04 1 1 1 -1,00 0 0 -1,00 0 2 -0,82 -1,00 0
0 -0,62 -0,81 1 8 4 -0,99 0 0 -1,00 0 1 -0,92 -1,00 0
1 -0,18 -0,94 2 1 1 -1,00 1 0 -1,00 0 2 -0,87 -1,00 0
0 -0,26 -0,69 2 8 4 -0,99 0 0 -1,00 0 2 -0,84 -1,00 0
1 -0,82 -0,96 2 1 1 -1,00 0 1 -0,91 0 2 -0,65 -0,98 0
1 -0,23 -0,32 2 7 4 -0,54 1 1 -0,58 0 2 -0,76 -0,91 1
1 -0,64 -0,96 2 8 4 -0,90 1 1 -0,85 1 2 -0,69 -1,00 1
0 -0,03 -0,79 2 8 4 -0,83 1 1 -0,76 1 2 -0,60 -0,92 1
1 -0,82 -0,29 1 4 8 -0,94 1 0 -1,00 1 2 -0,86 -1,00 0
0 -0,74 -0,91 1 1 1 -0,77 0 0 -1,00 0 2 -0,72 -1,00 0
1 -0,85 -0,75 1 1 1 -1,00 0 0 -1,00 1 2 -0,82 -1,00 0
1 0,51 0,43 2 14 8 0,23 1 1 -0,73 1 2 -1,00 -0,98 1
0 -0,92 -0,91 2 11 4 -0,98 0 1 -0,97 0 2 -0,89 -1,00 0
0 0,65 0,07 2 10 9 -1,00 1 1 -0,58 0 2 -1,00 -0,93 1
1 0,89 0,59 2 10 9 -0,11 1 1 -0,97 1 2 -1,00 -1,00 1
0 -0,93 -0,79 2 11 4 -0,99 0 0 -1,00 0 2 -0,88 -1,00 0
1 -0,37 -0,71 2 2 5 -0,12 1 0 -1,00 1 2 -0,82 -1,00 0
0 0,01 -0,43 2 10 5 -0,54 1 1 -0,82 0 2 -0,63 0,02 1
1 -0,72 -1,00 2 8 4 -1,00 0 0 -1,00 0 3 -0,82 -1,00 1
1 -0,06 -0,89 2 8 4 -0,82 1 0 -1,00 1 2 -0,86 -1,00 0
1 -0,96 -0,50 2 10 4 -0,93 0 0 -1,00 0 2 -0,40 -1,00 0
1 -0,85 -0,97 1 8 4 -0,99 0 1 -0,97 0 2 -0,80 -1,00 0
1 0,17 -0,54 2 4 4 -0,56 1 1 -0,55 0 2 -1,00 -0,78 1
1 -0,84 -1,00 1 7 5 -1,00 0 0 -1,00 1 1 -0,50 -1,00 1
1 -0,87 -0,99 2 11 7 -0,99 0 0 -1,00 0 2 -0,80 -1,00 1
1 -0,29 -0,94 2 10 4 -1,00 0 0 -1,00 0 2 -0,88 -1,00 0
1 -0,73 -0,89 1 9 4 -0,78 1 1 -0,82 0 2 -0,92 -1,00 1
1 0,02 -0,70 2 14 5 -0,99 0 0 -1,00 1 2 -0,48 -1,00 0
1 -0,39 -0,82 2 8 4 -0,93 0 0 -1,00 0 2 -0,54 -1,00 0
0 -0,42 -0,88 2 2 4 -0,96 0 0 -1,00 1 2 -1,00 -1,00 0
1 -0,12 -0,97 1 8 4 -0,97 1 1 -0,76 1 2 -0,70 -1,00 1
1 -0,38 -0,71 1 3 5 -0,40 1 1 -0,79 1 2 -0,80 -1,00 1
1 -0,13 -0,79 2 3 5 -0,93 1 0 -1,00 0 2 -1,00 -1,00 0
1 -0,86 -0,99 2 2 4 -0,98 0 0 -1,00 1 1 -0,72 -1,00 0
1 -0,72 -0,82 2 1 1 -0,99 0 0 -1,00 1 2 -0,90 -0,92 0
0 -0,74 -0,40 1 14 4 -0,83 0 0 -1,00 0 2 -0,84 -1,00 1
1 -0,87 -0,99 2 6 4 -1,00 0 0 -1,00 0 2 -0,72 -0,99 0
1 -0,86 -0,26 1 6 4 -0,99 1 0 -1,00 0 2 -0,88 -0,99 0
0 -0,58 -0,89 2 7 4 -0,86 1 0 -1,00 0 1 -0,63 -1,00 0
0 -0,84 -0,34 1 8 4 -0,93 1 1 -0,88 1 2 -0,92 -0,99 1
1 -0,73 -0,95 2 3 4 -0,89 0 1 -0,97 1 2 -0,60 -1,00 0
1 0,47 -0,09 1 8 8 -0,65 1 0 -1,00 0 2 -0,89 -1,00 0
0 -0,71 -0,36 2 11 4 -0,40 1 1 -0,85 1 2 -0,88 -1,00 1
1 -0,35 -0,77 2 14 8 -0,74 1 0 -1,00 1 2 -0,32 -1,00 0
0 0,30 -0,70 1 1 1 -0,65 0 0 -1,00 1 2 -1,00 -1,00 0
0 0,19 -0,99 2 1 1 -1,00 0 0 -1,00 1 1 -0,94 -1,00 0
1 -0,18 -0,71 2 13 8 -0,51 1 1 -0,76 0 2 -0,68 -1,00 1
1 -0,15 -0,64 2 11 8 -0,11 1 0 -1,00 1 2 -0,91 -1,00 1
1 -0,18 -0,91 1 9 4 -0,98 0 0 -1,00 0 2 -1,00 -1,00 0
0 -0,40 -0,95 2 4 5 -0,93 1 1 -0,91 1 2 -0,79 -1,00 0
1 -0,64 -0,11 2 13 4 -0,92 1 1 1,00 1 2 -0,86 -0,99 1
1 -0,68 -0,53 1 2 4 -0,61 1 0 -1,00 1 1 -0,90 -1,00 1
1 -0,71 -0,17 1 9 4 -0,94 1 0 -1,00 1 2 -0,84 -0,99 1
1 -0,49 -0,82 2 13 8 -0,84 0 0 -1,00 1 1 -0,66 -1,00 0
1 -0,30 -0,71 2 8 5 -0,65 1 0 -1,00 1 1 -0,72 -1,00 0
1 -0,62 -0,89 2 9 4 -0,99 0 0 -1,00 0 2 -0,90 -1,00 0
0 -0,52 -0,95 2 9 4 -0,98 0 0 -1,00 1 2 -0,70 -1,00 0
0 -0,72 -0,87 2 5 3 -1,00 0 1 -0,97 0 2 -0,80 -1,00 0
1 -0,89 -0,79 2 4 4 -1,00 0 0 -1,00 1 2 -0,84 -1,00 0
1 -0,53 0,06 2 6 4 -0,65 1 1 -0,85 1 2 -0,83 -1,00 1
0 -0,55 -0,75 2 3 5 -0,96 1 0 -1,00 1 2 -0,83 -1,00 0
1 -0,37 -1,00 2 8 4 -1,00 0 0 -1,00 0 3 -0,82 -1,00 0
1 -0,71 -0,96 2 8 8 -0,99 1 0 -1,00 0 2 -0,82 -1,00 0
1 -0,66 -0,20 2 8 4 -0,82 1 1 -0,49 0 2 -0,80 -0,98 1
0 -0,85 -0,46 2 11 4 -0,81 1 1 -0,85 0 2 -0,82 -0,47 1
1 -0,90 -0,98 2 11 4 -0,98 0 1 -0,88 0 2 -0,84 -1,00 0
0 -0,93 -0,98 2 1 1 -1,00 0 1 -0,97 0 2 -0,84 -1,00 0
1 -0,42 -0,82 2 6 4 -0,88 0 1 -0,94 1 2 -0,28 -1,00 0
0 -0,80 -0,29 2 8 8 -0,93 1 1 -0,88 0 2 -0,95 -0,97 1
0 -0,76 -0,88 1 5 3 -1,00 0 0 -1,00 0 2 -0,84 -1,00 0
1 -0,42 -0,93 2 12 8 -0,54 1 0 -1,00 1 2 -0,84 -0,37 1
0 -0,65 -0,85 2 8 8 -0,81 1 0 -1,00 1 2 -0,64 -1,00 0
0 -0,67 -0,79 2 11 8 -0,87 1 1 -0,43 0 2 -1,00 -0,99 1
1 -0,49 -1,00 2 9 4 -0,91 1 1 -0,97 0 2 -0,80 -1,00 1
1 -0,79 -0,64 1 5 4 -0,98 0 0 -1,00 0 2 -0,86 -1,00 0
0 -0,20 -0,42 1 4 4 -0,99 0 1 -0,94 0 2 -0,82 -1,00 0
1 -0,53 -0,91 2 8 8 -0,98 0 1 -0,94 1 2 -0,60 -1,00 0
1 -0,18 -0,96 1 7 4 -0,96 0 0 -1,00 1 2 -0,87 -1,00 0
0 -0,53 -0,97 2 4 4 -0,96 1 1 -0,88 0 2 -0,62 -0,99 1
1 0,22 -0,96 1 4 8 -0,72 1 0 -1,00 0 2 -0,82 -0,99 1
1 -0,39 -0,61 1 8 4 -0,89 0 0 -1,00 1 2 -0,94 -1,00 0
1 -0,66 -0,14 2 4 4 -0,84 1 1 -0,94 1 2 -0,88 -1,00 0
0 -0,61 -0,82 1 1 1 -1,00 0 0 -1,00 1 2 -0,82 -1,00 0
0 -0,42 -0,67 2 11 8 -0,89 1 1 -0,94 0 2 -1,00 -1,00 1
1 -0,40 -0,85 2 8 4 -0,89 0 0 -1,00 0 3 -0,88 -1,00 0
1 -0,33 -0,61 2 3 5 -0,65 0 0 -1,00 0 2 -0,79 -0,99 0
1 -0,83 -0,98 2 4 4 -0,98 0 0 -1,00 0 2 -0,72 -0,99 0
1 -0,69 -0,94 2 11 4 -0,68 1 1 -0,94 1 2 -0,48 -0,96 1
0 -0,50 -0,54 2 8 5 -0,72 1 1 -0,79 1 2 -1,00 -0,94 1
1 -0,81 -0,50 2 8 4 -0,96 0 0 -1,00 0 2 -1,00 -1,00 0
1 -0,65 -0,96 2 8 4 -0,98 1 1 -0,79 1 2 -0,90 -0,90 1
1 -0,52 -0,66 2 7 4 -0,86 0 1 -0,97 1 2 -0,54 -1,00 0
1 -0,12 -0,84 2 3 5 -0,95 1 0 -1,00 0 2 -0,44 -1,00 0
1 -0,55 -0,92 2 4 4 -0,96 1 0 -1,00 0 1 -0,72 -1,00 0
1 -0,46 -0,79 1 3 5 -0,51 0 0 -1,00 0 2 -1,00 -1,00 0
1 -0,80 -0,29 2 10 2 -1,00 1 0 -1,00 0 2 -1,00 -1,00 1
1 -0,06 -0,39 2 13 8 -0,02 1 1 -0,97 1 2 -0,91 -0,96 1
0 -0,73 -0,84 2 11 8 -0,84 1 1 -0,79 1 2 -0,86 -0,95 1
0 -0,79 -0,79 2 11 4 -0,99 1 1 -0,91 0 2 -0,90 -1,00 1
1 -0,58 -0,89 2 9 4 -0,84 0 1 -0,97 1 2 -0,90 -1,00 0
1 -0,18 -0,84 1 14 8 -0,30 1 0 -1,00 1 2 -0,82 -1,00 0
1 0,28 1,00 1 8 4 1,00 1 1 0,19 0 2 -1,00 -1,00 1
0 0,51 -0,99 2 1 1 -1,00 1 1 -0,97 0 2 -0,77 -1,00 1
0 -0,74 -0,20 1 14 8 -0,95 1 1 -0,88 0 2 -1,00 -0,99 1
0 -0,68 -0,82 1 3 5 -0,68 0 0 -1,00 0 2 -0,80 -0,99 0
0 0,68 -0,57 2 1 1 -1,00 0 0 -1,00 0 1 -1,00 -1,00 0
1 -0,34 -0,95 2 4 4 -0,89 0 0 -1,00 1 2 -0,77 -1,00 0
1 0,04 -0,14 2 7 4 0,12 1 0 -1,00 0 1 -0,89 -1,00 1
0 -0,57 0,07 1 10 9 -1,00 1 0 -1,00 0 2 -1,00 -0,74 1
1 -0,36 -0,82 2 4 4 -0,68 1 1 -0,79 0 2 -0,85 -0,97 1
1 0,08 -0,46 2 3 5 -0,47 1 1 -0,55 1 2 -1,00 -0,90 1
1 1,00 -0,61 2 8 4 -0,96 1 0 -1,00 0 2 -1,00 -0,99 0
1 -0,53 -0,07 2 2 8 -0,96 0 0 -1,00 0 2 -0,77 -1,00 0
0 -0,90 -0,96 2 3 4 -0,99 0 1 -0,82 1 2 -0,76 -1,00 0
0 -0,93 -0,99 2 6 4 -0,93 0 1 -0,94 1 2 -0,68 -1,00 0
1 0,39 0,04 2 1 1 0,26 1 1 -0,55 1 2 -1,00 -0,98 1
1 -0,57 -0,86 2 4 8 -0,71 1 1 -0,94 1 2 -0,82 -1,00 1
1 -0,17 -0,89 2 3 5 -0,75 0 0 -1,00 0 2 -0,78 -1,00 1
1 -0,69 -0,36 2 6 4 -0,98 0 0 -1,00 1 2 -1,00 -1,00 0
1 -0,68 -0,05 1 6 4 -1,00 0 0 -1,00 1 2 -0,88 -0,99 0
1 -0,37 0,07 2 12 7 -0,62 1 1 -0,73 1 2 -1,00 -1,00 1
1 -0,40 -0,91 2 9 4 -0,92 0 0 -1,00 0 2 -0,88 -1,00 0
0 -0,19 -0,29 2 11 8 -0,88 1 0 -1,00 0 2 -0,97 -0,98 1
1 -0,80 -0,87 2 8 4 -0,84 1 1 -0,97 0 2 -0,90 -1,00 1
1 -0,29 -0,92 1 2 4 -0,89 0 0 -1,00 1 2 -0,57 -1,00 1
1 0,05 -0,70 2 7 4 -0,99 1 0 -1,00 1 2 -0,78 -1,00 1
1 -0,72 -0,95 2 7 4 -0,96 0 0 -1,00 1 1 -0,68 -1,00 0
1 -0,36 -0,76 2 8 8 -0,42 0 0 -1,00 1 2 -1,00 -1,00 0
1 -0,92 -0,80 2 6 4 -0,95 0 1 -0,97 0 2 -0,92 -1,00 0
1 -0,73 -0,25 2 11 8 -0,91 1 0 -1,00 0 2 -0,90 -1,00 1
0 -0,76 -0,16 2 8 4 -0,98 0 0 -1,00 1 2 -0,82 -1,00 0
0 -0,66 -0,82 1 6 4 -0,98 1 0 -1,00 1 2 -0,63 -1,00 1
1 -0,32 -0,85 1 9 4 -0,99 1 1 -0,97 0 2 -0,95 -0,98 1
0 -0,55 -0,73 2 8 4 -0,98 0 1 -0,97 1 2 -0,96 -1,00 0
1 -0,75 -0,13 2 8 4 -0,77 0 1 -0,94 1 2 -0,82 -1,00 0
1 -0,39 -0,89 2 13 4 -0,89 1 1 -0,97 1 2 -0,48 0,00 1
1 -0,36 -0,82 2 3 4 -0,93 0 0 -1,00 1 2 -0,79 -1,00 0
1 -0,55 -0,74 2 6 4 -0,98 0 0 -1,00 1 2 -0,90 -1,00 0
0 -0,84 -0,61 2 3 8 -0,98 0 0 -1,00 0 2 -0,92 -0,99 0
1 -0,71 -0,93 2 8 4 -0,94 1 0 -1,00 0 1 -0,70 -1,00 1
1 -0,92 -0,99 2 8 4 -0,99 0 0 -1,00 0 2 -0,87 -1,00 0
0 -0,81 -0,99 2 11 4 -0,93 0 1 -0,97 0 2 -0,76 -0,98 1
1 -0,74 -0,21 2 9 4 -0,86 1 1 -0,97 0 2 -0,92 -0,99 1
1 -0,39 -0,64 1 3 5 -0,92 0 0 -1,00 1 2 -0,52 -1,00 0
0 0,30 -0,98 2 3 5 -0,93 1 0 -1,00 1 2 -0,75 -0,96 0
1 -0,92 -0,94 2 7 4 -0,99 1 0 -1,00 0 1 -0,80 -1,00 0
1 -0,43 -0,82 2 13 8 -0,81 1 1 -0,82 0 2 -0,84 -0,96 1
1 0,04 0,79 2 9 4 -0,88 1 1 -0,91 0 2 -0,88 -1,00 1
1 -0,39 -0,80 2 3 5 -0,82 0 0 -1,00 1 2 -0,77 -1,00 0
1 -0,86 -0,91 1 10 2 -1,00 0 0 -1,00 0 2 -0,90 -1,00 0
1 -0,08 -0,96 2 7 4 -0,25 1 0 -1,00 0 1 -0,60 -1,00 0
1 -0,24 -0,88 2 4 4 -0,96 0 0 -1,00 1 2 -0,70 -1,00 0
1 -0,46 -0,95 1 6 4 -0,75 0 0 -1,00 1 2 -0,68 -1,00 0
1 -0,66 -0,88 2 14 4 -0,88 1 1 -0,97 1 2 -0,61 -1,00 1
1 0,55 -0,21 2 10 9 0,40 1 1 -0,79 1 2 -0,98 -1,00 1
1 -0,17 -1,00 2 8 5 0,05 1 0 -1,00 0 2 -1,00 -1,00 1
1 -0,47 -0,92 2 1 1 -1,00 0 1 -0,97 0 2 -0,90 -1,00 0
0 -0,31 -0,66 2 1 1 -1,00 0 0 -1,00 0 2 -0,84 -1,00 0
1 -0,44 -0,46 2 10 5 -0,89 1 0 -1,00 1 1 -0,58 -1,00 0
0 -0,45 -0,78 2 1 1 -0,79 0 1 -0,94 1 2 -0,80 -1,00 0
1 -0,67 -0,80 2 8 4 -0,84 1 1 -0,82 0 2 -0,82 -0,99 1
